Age,Value Ratio
2024-06-15 16:09:11,1.001311296485336
2024-06-14 17:15:35,1.0012963955494116
2024-06-13 10:17:47,1.001710825527499
2024-06-13 3:38:23,1.0018636791087723
2024-06-13 3:37:35,1.0019837687332631
2024-06-13 3:16:47,1.0028270941153872
2024-06-13 3:16:35,1.0022046659932278
2024-06-13 2:58:11,1.0019167635581312
2024-06-13 2:35:35,1.002224631113303
2024-06-13 2:13:47,1.0024434684745696
2024-06-12 18:24:23,1.0028821617160035
2024-06-10 12:07:11,1.001726135672478
2024-06-10 12:07:11,1.0020719687131745
