Age,Value Ratio
2024-06-11 23:10:23,1.0006273808102446
2024-06-11 23:01:35,1.0011539425167346
2024-06-11 23:01:23,1.0012697766179424
2024-06-11 23:00:59,1.001137166787465
2024-06-11 17:07:11,1.0012290145122478
2024-06-11 17:07:11,1.0010828819531514
2024-06-11 15:29:23,1.0006342453318418
2024-06-11 15:22:23,1.0007863154305638
2024-06-11 15:22:11,1.0009916731233302
2024-06-11 15:21:47,1.0015396032018633
2024-06-11 15:21:47,1.0012743999589038
2024-06-11 15:21:35,1.0008802752345978
2024-06-11 13:53:11,1.0006974613818373
2024-06-11 13:16:59,1.0003876593030667
2024-06-11 13:14:59,1.0004646961083035
2024-06-11 11:30:35,1.0001495100771984
2024-06-11 11:29:23,0.9998839187193171
2024-06-11 11:29:23,1.0000294170138568
2024-06-11 5:38:35,1.0002517203430004
2024-06-11 5:34:11,0.20860065094356664
2024-06-11 5:34:11,0.999894233163806
2024-06-11 5:34:11,1.0000702698050974
2024-06-11 5:05:23,1.0002474813241717
2024-06-11 4:42:47,0.9997812890172396
2024-06-11 4:42:23,1.0000085948875814
2024-06-11 4:38:11,0.9999222563582052
2024-06-11 2:56:59,1.0002449117759962
2024-06-11 2:28:59,0.9999416976044921
2024-06-11 2:28:59,0.5808648999626125
2024-06-11 2:28:59,0.999916430359969
2024-06-11 2:15:47,0.9999669937411204
2024-06-11 2:15:47,1.0501415392422488
2024-06-11 2:15:47,0.9998643996029892
2024-06-11 2:15:47,0.999778556449091
2024-06-11 2:15:47,0.9999926122395949
2024-06-11 2:14:23,1.0001505734524685
2024-06-11 2:14:23,1.8413531327330936
2024-06-11 2:14:23,1.000008537753038
2024-06-11 2:14:23,0.9999002040273683
2024-06-11 2:14:23,1.0000919472252638
2024-06-11 2:05:23,1.00021697298
2024-06-10 20:38:59,1.000466497806591
2024-06-10 20:06:35,1.0005564252739236
2024-06-10 19:44:47,1.0004637924562072
2024-06-10 19:43:47,1.000451232163863
2024-06-10 19:41:47,1.000437888767489
2024-06-10 19:40:35,1.00042413224267
2024-06-10 19:40:11,1.0004114220334581
2024-06-10 18:01:47,0.9998864262607375
2024-06-10 18:01:47,0.9998569341665071
2024-06-10 18:01:47,1.0003098760104685
2024-06-10 17:46:11,0.9997693443925889
2024-06-10 17:46:11,1.0001594147995636
2024-06-10 16:44:59,0.9998030133051307
2024-06-10 16:43:35,0.9996761798405811
2024-06-10 16:43:35,0.9998094308904762
2024-06-10 16:29:59,1.0004371859320031
2024-06-10 16:29:59,1.0002928404641513
2024-06-10 16:25:35,0.9997220939253483
2024-06-10 16:25:35,0.9997221188824176
2024-06-10 16:25:35,1.0000645454580266
2024-06-10 16:20:47,1.0002716485490242
2024-06-10 16:02:59,1.0002629130107035
2024-06-10 15:49:47,0.9999706640919773
2024-06-10 15:38:23,0.9997987480675744
2024-06-10 15:38:23,0.999577599916519
2024-06-10 15:05:35,0.9999291324661229
2024-06-10 15:05:23,0.9999453590855577
2024-06-10 14:57:23,1.0004318294440775
2024-06-10 14:57:23,1.0005372092937648
2024-06-10 12:37:11,1.0007022750446868
2024-06-10 12:35:59,1.0006704430879771
2024-06-10 12:35:59,1.0004712933817645
