Age,Value Ratio
2024-06-11 23:10:23,1.0010944282575374
2024-06-11 23:01:23,1.0017418873025108
2024-06-11 13:53:11,1.0020371521298757
2024-06-11 13:16:59,1.0022424301491242
2024-06-11 13:14:59,1.0020769799566078
2024-06-11 6:50:59,1.0016501131992832
2024-06-11 5:05:23,1.0015803213557033
2024-06-11 4:42:23,1.0012814483368258
2024-06-11 3:23:59,1.0015992665708837
2024-06-11 3:22:23,1.0020733769528747
2024-06-11 3:22:11,1.0016444129039923
2024-06-11 2:43:59,1.0008200656490316
2024-06-11 2:28:59,1.0008626490441928
2024-06-11 2:28:59,1.7230255609511191
2024-06-11 2:28:59,1.000903425162255
2024-06-11 2:17:35,1.0010377414137317
2024-06-10 20:33:47,1.0013938916689318
2024-06-10 20:26:35,1.0015966045658276
2024-06-10 20:10:35,1.0017777470829192
2024-06-10 20:08:35,1.0018440450590353
2024-06-10 20:05:59,1.0023749205164434
2024-06-10 19:54:59,1.0032886599173785
2024-06-10 19:44:47,1.0034396511229382
2024-06-10 19:43:47,1.0034818690896492
2024-06-10 19:41:47,1.0035272956594028
2024-06-10 19:40:35,1.0035747520284763
2024-06-10 19:40:11,1.003619173126287
2024-06-10 16:43:35,1.0045280987220286
2024-06-10 15:48:11,1.0040841566932968
2024-06-10 13:40:47,1.0038713124703411
2024-06-10 13:35:35,1.0040503496743676
2024-06-10 13:31:11,1.0042147665237158
2024-06-10 13:25:11,1.0043802854036608
2024-06-10 13:20:23,1.0045424916431192
2024-06-10 13:13:59,1.0047059276544845
2024-06-10 12:39:35,1.0049785130052826
2024-06-10 12:37:11,1.0052616350811723
2024-06-10 12:35:59,1.0054302363190029
2024-06-10 12:13:35,1.004535819712233
2024-06-10 12:11:59,1.0053737404495358
2024-06-10 12:11:11,1.005873467568231
2024-06-10 12:10:35,1.0064158585075609
2024-06-10 12:09:59,1.006843679982513
2024-06-10 12:08:59,1.0072184453413056
2024-06-10 12:08:35,1.0075599766682053
2024-06-10 12:07:35,1.0077186693150713
2024-06-10 12:07:23,1.0078604253744856
2024-06-10 12:07:11,1.0079526482044792
2024-06-10 12:07:11,1.831090949279523
2024-06-10 12:07:11,1.0080453132192457
2024-06-10 12:07:11,3.6496064044651573
2024-06-10 12:07:11,1.00833094662085
2024-06-10 12:07:11,0.2972644068971985
2024-06-10 12:07:11,1.0086318294876309
2024-06-10 12:07:11,4.855508763036378
2024-06-10 12:07:11,1.009057300482306
2024-06-10 12:06:59,1.0125223439987743
2024-06-10 12:06:47,1.0173670090945781
2024-06-10 12:06:47,1.0143661180445875
2024-06-10 12:06:47,0.7824776952185195
2024-06-10 12:06:47,1.0075255530623775
2024-06-10 9:21:11,1.002861095505366
2024-06-10 5:57:47,1.0030692417960692
2024-06-10 1:13:35,1.0027736821431639
2024-06-10 0:48:35,1.0026568043225257
2024-06-10 0:39:47,1.0025739517481191
2024-06-10 0:39:47,0.2680599915004752
2024-06-10 0:39:47,1.002523655211259
2024-06-10 0:39:11,1.0030229765334744
2024-06-09 23:03:59,1.004273207502961
2024-06-09 21:48:23,1.0043778643632444
2024-06-09 21:28:59,1.0044100575182484
2024-06-09 20:53:35,1.004624098848972
2024-06-09 20:35:35,1.004228667478666
2024-06-09 20:33:23,1.004403949163434
2024-06-09 20:31:59,1.0044088780897737
2024-06-08 13:50:35,1.0030385856347788
2024-06-08 13:40:59,1.0027674563415003
